MovieId,Title,Tmdb_id,vote_average,vote_count,popularity,overview,,,,,,,,,,,,,,
394,Office Christmas Party,384682,5.5,968,13.954,"When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand.",,,,,,,,,,,,,,
395,Ouija: Origin of Evil,335796,5.9,1233,9.749,"In 1965 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",,,,,,,,,,,,,,
396,Passengers,274870,6.8,6640,13.926,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",,,,,,,,,,,,,,
396,Passengers,480782,0,0,0.6,"Frustrated by their lack of connection, Patrick resorts to desperate measures to spend more time with his six-year-old son, but in a moment of truth he must make a decision that will determine their future together.",,,,,,,,,,,,,,
397,Paterson,370755,7,595,6.542,"A week in the life of a bus driver and poet named Paterson, and his supportive wife Laura.",,,,,,,,,,,,,,
398,Patriots Day,388399,6.9,1137,9.466,"In the aftermath of an unspeakable act of terror, Police Sergeant Tommy Saunders joins courageous survivors, first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again.",,,,,,,,,,,,,,
399,Personal Shopper,340676,5.8,504,7.806,A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.,,,,,,,,,,,,,,
400,Pet,353979,5.8,309,6.457,"A man imprisons the woman he's still obsessed with after years apart, then finds the tables turned on him.",,,,,,,,,,,,,,
401,Pete's Dragon (2016),Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
401,Pete's Dragon (2016),Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
402,Pride and Prejudice and Zombies,58431,5.7,1032,8.855,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",,,,,,,,,,,,,,
403,The Promise,354859,7,171,7.344,"Set during the last days of the Ottoman Empire, a love triangle develops between Mikael, a brilliant medical student, the beautiful and sophisticated artist Ana, and Chris, a renowned American journalist based in Paris.",,,,,,,,,,,,,,
403,The Promise,470719,7.9,8,1.239,"Ib and Boum decide to commit suicide together in Bangkok in 1997. After reneging on the promise, the vengeful ghost of Ib returns 20 years later to haunt Boum and her 15 year old daughter, Bell.",,,,,,,,,,,,,,
403,The Promise,408852,0,0,0.6,Real friends keep their promises. Even if they shouldn't.,,,,,,,,,,,,,,
403,The Promise,441063,0,0,0.6,Add the plot.,,,,,,,,,,,,,,
404,Popstar: Never Stop Never Stopping,341012,6.6,588,7.151,"When his new album fails to sell records, pop/rap superstar Conner4real goes into a major tailspin and watches his celebrity high life begin to collapse. He'll try anything to bounce back, anything except reuniting with his old rap group The Style Boyz.",,,,,,,,,,,,,,
405,Queen of Katwe,317557,7.1,188,6.987,A young girl overcomes her disadvantaged upbringing in the slums of Uganda to become a Chess master.,,,,,,,,,,,,,,
406,Ratchet and Clank,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
407,Revolting Rhymes,430162,6.5,27,2.361,Two half-hour animated films based on the much-loved rhymes written by Roald Dahl and illustrated by Quentin Blake.,,,,,,,,,,,,,,
408,Risen,335778,5.8,397,6.844,"Clavius, a powerful Roman military tribune, and his aide, Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.",,,,,,,,,,,,,,
408,Risen,67804,2,1,1.459,"As one of the rising talents of amateur boxing, Howard Winstone, a young Welsh boy from Merthyr Tydfil, was fast making a name for himself with his knock out right hand. A long professional fighting career surely beckoned? Then disaster strikes. An industrial accident results in Winstone losing three fingers on his right hand. Through sheer determination, and despite only being able to make a fist with one hand, Winstone develops a dynamic new style and begins boxing his way back up the amateur ranks eventually turning pro. Supported by his family and guided by new trainer, Eddie Thomas, Winstone becomes the Champion of Britain and then Europe. Now, with the hopes of an entire nation on his shoulders, he is stood poised to challenge for the crown of Featherweight Champion of the World ...",,,,,,,,,,,,,,
409,Rock Dog,333667,5.7,104,6.212,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",,,,,,,,,,,,,,
410,Sadako Vs Kayako,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
411,The Salesman,375315,7.2,315,5.672,"Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s life.",,,,,,,,,,,,,,
411,The Salesman,81658,5.8,2,0.905,"With an enthralling central performance by Gilbert Sicotte, this masterful debut feature examines the life of the top car salesman in a fading Quebec town as events challenge the 67-year-old’s sense of identity and the meaning of life at the most profound level.",,,,,,,,,,,,,,
412,Sam,414977,4.9,21,1.906,"An alpha New York City male is magically transformed into a beautiful girl, falls in love, and learns what it means to be a woman.",,,,,,,,,,,,,,
412,Sam,321217,9.5,2,0.6,"Sam, a seven years old kid, has been living with his mother since the divorce of his parents. He has to temporarily move in with his father, Gerome, who has never taken care of him. So, Sam is not close with his father. Everyone around Gerome thinks that he's incapable to look after a child. After a chaotic start, Sam, by the force of his convictions, is going to help Gerome to get mature and to teach him how to become a father that he missed so much.",,,,,,,,,,,,,,
412,Sam,325401,7.3,3,0.6,"Sam, a shy young man, finds himself in a slow-motion world. Trying to restore the time, he fails. The  circumstances bring him to rescue his coworkers, and Nathalie, the girl he secretly loves.",,,,,,,,,,,,,,
412,Sam,487230,0,0,0.6,A young hitman is forced to confront his tragic past.,,,,,,,,,,,,,,
412,Sam,545793,0,0,0.6,Sam and his best friend realize that the games they play every day in their neighborhood suddenly turn dangerous.,,,,,,,,,,,,,,
412,Sam,540033,10,1,0.6,Samantha (Sam) Rhodes needs a dress for the prom,,,,,,,,,,,,,,
413,Sausage Party,223702,5.6,3696,14.52,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",,,,,,,,,,,,,,
414,The Secret Life of Pets,328111,6,4779,5.577,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",,,,,,,,,,,,,,
415,The Shallows,332567,6.3,2630,11.005,"When Nancy is surfing on a secluded beach, she finds herself on the feeding ground of a great white shark. Though she is stranded only 200 yards from shore, survival proves to be the ultimate test of wills, requiring all of Nancy's ingenuity, resourcefulness, and fortitude.",,,,,,,,,,,,,,
416,Sheep & Wolves,394759,5.8,24,3.217,"In a magical faraway land, in a picturesque little village nestled among green meadows and rolling hills, lives a flock of carefree sheep. But their pastoral and stress-free life is interrupted when a pack of wolves sets up camp in the nearby ravine.",,,,,,,,,,,,,,
417,Shut In,329981,5,312,7.429,"A widowed child psychologist lives in an isolated existence in rural New England. When caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",,,,,,,,,,,,,,
418,The Siege of Jadotville,334517,7.1,284,6.903,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during in the early 1960s.,,,,,,,,,,,,,,
419,Silence,68730,7.1,1309,9.069,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",,,,,,,,,,,,,,
419,Silence,86707,4.5,6,1.276,"A drama between people under unconventional circumstances. In the Second World War Finland was the only nation who brought casualties killed-in-action back to be buried at home. These actions were carried out by men and women working in assembly centres near enemy lines. Silence is a story of a group of people in a limbo between life and death, in a mental no-man's- land, where heaven and hell, horror and joy, love and fear touch each other.",,,,,,,,,,,,,,
